2025-04-02 20:56:09,24.60,31.40
2025-04-02 20:57:09,24.60,31.20
2025-04-02 20:58:09,24.70,31.20
2025-04-02 20:59:09,24.60,31.10
2025-04-02 21:02:54,24.60,31.00
2025-04-02 21:03:54,24.50,31.00
2025-04-02 21:04:54,24.50,31.00
2025-04-02 21:05:54,24.50,30.90
2025-04-02 21:06:54,24.50,30.80
2025-04-02 21:07:54,24.50,30.80
2025-04-02 21:08:54,24.50,30.90
2025-04-02 21:09:54,24.50,31.00
2025-04-02 21:10:54,24.50,31.20
2025-04-02 21:11:54,24.50,31.20
2025-04-02 21:12:54,24.60,31.10
2025-04-02 21:13:54,24.60,30.90
2025-04-02 21:14:54,24.60,30.90
2025-04-02 21:15:54,24.60,30.90
2025-04-02 21:16:54,24.60,31.00
2025-04-02 21:17:54,24.60,31.10
2025-04-02 21:18:54,24.60,31.30
2025-04-02 21:19:54,24.70,31.40
2025-04-02 21:20:54,24.70,31.10
2025-04-02 21:21:54,24.70,31.20
2025-04-02 21:22:54,24.60,31.10
2025-04-02 21:23:54,24.60,31.00
2025-04-02 21:24:54,24.70,31.10
2025-04-02 21:25:54,24.60,31.10
2025-04-02 21:26:54,24.60,31.20
2025-04-02 21:27:54,24.60,31.20
2025-04-02 21:28:54,24.60,31.20
2025-04-02 21:29:54,24.60,31.20
2025-04-02 21:30:54,24.60,31.20
2025-04-02 21:31:54,24.60,31.10
2025-04-02 21:32:54,24.60,31.00
2025-04-02 21:33:54,24.50,31.20
2025-04-02 21:34:54,24.50,31.20
2025-04-02 21:35:54,24.50,31.20
2025-04-02 21:36:54,24.50,31.30
2025-04-02 21:37:54,24.50,31.40
2025-04-02 21:38:54,24.50,31.40
2025-04-02 21:39:54,24.40,31.50
2025-04-02 21:40:54,24.40,31.50
2025-04-02 21:41:54,24.40,32.00
2025-04-02 21:42:54,24.50,32.20
2025-04-02 21:43:54,24.50,32.60
2025-04-02 21:44:54,24.50,32.80
2025-04-02 21:45:54,24.60,32.80
2025-04-02 21:46:54,24.60,32.90
2025-04-02 21:47:54,24.60,33.30
2025-04-02 21:48:54,24.50,34.00
2025-04-02 21:49:54,24.50,34.00
2025-04-02 21:50:54,24.60,34.30
2025-04-02 21:51:54,24.60,33.90
2025-04-02 21:52:54,24.60,33.80
2025-04-02 21:53:54,24.70,34.10
2025-04-02 21:54:54,24.70,35.60
2025-04-02 21:55:54,24.70,35.90
2025-04-02 21:56:54,24.80,36.00
2025-04-02 21:57:54,24.80,36.00
2025-04-02 21:58:54,24.70,37.70
2025-04-02 21:59:54,24.60,39.40
2025-04-02 22:00:54,24.60,39.10
2025-04-02 22:01:54,24.60,39.30
2025-04-02 22:02:54,24.60,40.30
2025-04-02 22:03:54,24.70,40.70
2025-04-02 22:04:54,24.80,40.00
2025-04-02 22:05:54,24.80,39.80
2025-04-02 22:06:54,24.80,40.30
2025-04-02 22:07:54,24.80,40.60
2025-04-02 22:08:54,24.80,41.10
2025-04-02 22:09:54,24.80,41.30
2025-04-02 22:10:54,24.80,41.30
2025-04-02 22:11:55,24.80,41.60
2025-04-02 22:12:55,24.80,42.00
2025-04-02 22:13:55,24.80,42.30
2025-04-02 22:14:55,24.80,41.80
2025-04-02 22:15:55,24.70,42.30
2025-04-02 22:16:55,24.70,42.50
2025-04-02 22:17:55,24.70,42.80
2025-04-02 22:18:55,24.70,42.90
2025-04-02 22:19:55,24.70,42.40
2025-04-02 22:20:55,24.70,42.60
2025-04-02 22:21:55,24.80,42.40
2025-04-02 22:22:55,24.80,42.60
2025-04-02 22:23:55,24.70,42.90
2025-04-02 22:24:55,24.80,42.70
2025-04-02 22:25:55,24.70,43.40
2025-04-02 22:26:55,24.70,43.50
2025-04-02 22:27:55,24.80,43.60
2025-04-02 22:28:55,24.70,43.90
2025-04-02 22:29:55,24.80,43.80
2025-04-02 22:30:55,24.80,44.00
2025-04-02 22:31:55,24.80,44.00
2025-04-02 22:32:55,24.80,43.80
2025-04-02 22:33:55,24.80,43.80
2025-04-02 22:34:55,24.80,43.60
2025-04-02 22:35:55,24.80,43.90
2025-04-02 22:36:55,24.80,44.00
2025-04-02 22:37:55,24.80,44.00
2025-04-02 22:38:55,24.80,44.10
2025-04-02 22:39:55,24.80,44.20
2025-04-02 22:40:55,24.80,44.30
2025-04-02 22:41:55,24.80,44.30
2025-04-02 22:42:55,24.80,44.40
2025-04-02 22:43:55,24.80,44.40
2025-04-02 22:44:55,24.80,44.30
2025-04-02 22:45:55,24.80,44.10
2025-04-02 22:46:55,24.80,44.10
2025-04-02 22:47:55,24.80,43.80
2025-04-02 22:48:55,24.80,43.50
2025-04-02 22:49:55,24.80,43.70
2025-04-02 22:50:55,24.80,43.80
2025-04-02 22:51:55,24.80,44.00
2025-04-02 22:52:55,24.80,44.20
2025-04-02 22:53:55,24.80,44.30
2025-04-02 22:54:55,24.80,44.40
2025-04-02 22:55:55,24.70,44.10
2025-04-02 22:56:55,24.80,43.90
2025-04-02 22:57:55,24.70,42.80
2025-04-02 22:58:55,24.70,43.60
2025-04-02 22:59:55,24.70,43.70
2025-04-02 23:00:55,24.80,42.90
2025-04-02 23:01:55,24.80,42.70
2025-04-02 23:02:55,24.80,42.70
2025-04-02 23:03:55,24.80,43.10
2025-04-02 23:04:55,24.70,43.60
2025-04-02 23:05:55,24.80,43.50
2025-04-02 23:06:55,24.70,44.10
2025-04-02 23:07:55,24.70,44.70
2025-04-02 23:08:55,24.60,45.00
2025-04-02 23:09:55,24.60,45.70
